glycan_ID,residue,residue_ID,name,anomer,absolute,ring,parent_ID,site,form_name
G00650AC,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc,7,
G00650AC,unassigned,9,Fuc,a,L,p,7,3,Fucp,9,
G00650AC,unassigned,10,Gal,b,D,p,7,4,Galp,10,
G00652BK,unassigned,11,GlcNAc,x,D,p,6,x,GlcpNAc,11,
G00652BK,unassigned,13,Gal,x,D,p,11,x,Galp,13,
G00652BK,unassigned,14,Fuc,x,L,p,13,x,Fucp,14,
G00652BK,unassigned,15,GlcNAc,x,D,p,OC,x,GlcpNAc,15,
G00652BK,unassigned,17,Gal,x,D,p,15,x,Galp,17,
G00652BK,unassigned,18,Fuc,x,L,p,17,x,Fucp,18,
G00652BK,unassigned,3,Gal,x,D,p,OC,x,Galp,3,
G00652BK,unassigned,4,GlcNAc,x,D,p,3,x,GlcpNAc,4,
G00652BK,unassigned,6,Gal,x,D,p,4,x,Galp,6,
G00652BK,unassigned,7,GlcNAc,x,D,p,6,x,GlcpNAc,7,
G00652BK,unassigned,9,Gal,x,D,p,7,x,Galp,9,
G00652BK,unassigned,10,Fuc,x,L,p,9,x,Fucp,10,
G00653TI,unassigned,12,Fuc,a,L,p,O663,2,Fucp,12,
G00660CI,unassigned,3,Gal,x,D,p,OC,3,Galp,3,
G00660CI,unassigned,4,GlcNAc,x,D,p,OC,6,GlcpNAc,4,
G00660CI,unassigned,6,Gal,x,D,p,4,4,Galp,6,
G00660CI,unassigned,7,Fuc,x,L,p,6,2,Fucp,7,
G00662UH,unassigned,20,NeuNAc,a,D,p,x,x,NeupNAc,20,
G00670OT,unassigned,14,Gal,b,D,p,x,x,Galp,14,
G00670OT,unassigned,15,Gal,b,D,p,x,x,Galp,15,
G00675GF,unassigned,11,GlcNAc,b,D,p,5,3|6,GlcpNAc,11,
G00675GF,unassigned,12,Gal,b,D,p,11,3|4,Galp,12,
G00675GF,unassigned,13,Fuc,a,L,p,12,2,Fucp,13,
G00675GF,unassigned,5,Gal,b,D,p,O153,3|4,Galp,5,
G00675GF,unassigned,6,GlcNAc,b,D,p,5,3|6,GlcpNAc,6,
G00675GF,unassigned,7,Gal,b,D,p,6,3|4,Galp,7,
G00675GF,unassigned,8,Fuc,a,L,p,7,2,Fucp,8,
G00675GF,unassigned,9,Fuc,a,L,p,6,3|4,Fucp,9,
G00691NS,unassigned,23,Gal,b,D,p,21,4,Galp,23,
G00691NS,unassigned,18,GlcNAc,b,D,p,x,x,GlcpNAc,18,
G00691NS,unassigned,20,Gal,b,D,p,18,4,Galp,20,
G00691NS,unassigned,21,GlcNAc,b,D,p,20,3,GlcpNAc,21,
G00709CF,unassigned,12,GlcNAc,x,D,p,N1,x,GlcpNAc,12,
G00709CF,unassigned,17,GlcNAc,x,D,p,N4,x,GlcpNAc,17,
G00709CF,unassigned,7,GlcNAc,x,D,p,N1,x,GlcpNAc,7,
G00709CF,unassigned,8,Gal,x,D,p,7,x,Galp,8,
G00709CF,unassigned,9,NeuNAc,x,D,p,8,x,NeupNAc,9,
G00745GK,unassigned,3,Gal,x,D,p,OC,x,Galp,3,
G00745GK,unassigned,4,GlcNAc,x,D,p,3,x,GlcpNAc,4,
G00745GK,unassigned,6,GalNAc,x,D,p,4,x,GalpNAc,6,
G00747UC,unassigned,12,Gal,b,D,p,10,4,Galp,12,
G00747UC,unassigned,13,Man,a,D,p,NC,3|6,Manp,13,
G00747UC,unassigned,14,GlcNAc,b,D,p,13,2,GlcpNAc,14,
G00747UC,unassigned,16,Gal,b,D,p,14,4,Galp,16,
G00747UC,unassigned,17,GlcNAc,b,D,p,13,6,GlcpNAc,17,
G00747UC,unassigned,19,Gal,b,D,p,17,4,Galp,19,
G00747UC,unassigned,6,Man,a,D,p,NC,3|6,Manp,6,
G00747UC,unassigned,7,GlcNAc,b,D,p,6,2,GlcpNAc,7,
G00747UC,unassigned,9,Gal,b,D,p,7,4,Galp,9,
